X1	gene	pvalue	pipeline
0	ABCB8	0.04259584821793974	muse
0	ADAM15	0.011671101006445408	muse
0	AHNAK	0.02955402799472325	muse
0	ARHGAP11A	0.020613416668581838	muse
0	ARHGEF19	0.031715712644305616	muse
0	ATP2A3	0.011671101006445408	muse
0	C2CD2L	0.03681913506015133	muse
0	CCT6B	0.006664164390408773	muse
0	CNBD2	0.006664164390408773	muse
0	COL11A2	0.005495299383115243	muse
0	COQ3	0.03681913506015133	muse
0	CSPG5	0.020613416668581838	muse
0	CYP24A1	0.006664164390408773	muse
0	DSEL	7.480821448727746e-4	muse
0	EGR3	0.03681913506015133	muse
0	EPHA1	0.031715712644305616	muse
0	FAM105A	0.03681913506015133	muse
0	FAM84A	0.020613416668581838	muse
0	FCRL3	0.031715712644305616	muse
0	FMO4	0.043318408301560224	muse
0	FOCAD	0.002213262928959916	muse
0	GSE1	0.03681913506015133	muse
0	IPO5	0.020613416668581838	muse
0	KIAA1462	7.480821448727746e-4	muse
0	LAMB4	0.03337650758481726	muse
0	LARP1	0.011671101006445408	muse
0	LNX2	0.03681913506015133	muse
0	MCM10	0.016684117528505307	muse
0	MRGPRD	0.03681913506015133	muse
0	NEK7	0.03681913506015133	muse
0	NOTCH4	0.007298381846662381	muse
0	NRXN1	0.009435418953731227	muse
0	NRXN2	0.0012844157635113558	muse
0	NSUN2	0.043238132746832816	muse
0	OR10A6	0.006664164390408773	muse
0	POM121C	0.020613416668581838	muse
0	PPIL4	0.020613416668581838	muse
0	PPP2R3C	0.03681913506015133	muse
0	PTK2B	0.011671101006445408	muse
0	PTPN9	0.035155706261099644	muse
0	RALGPS2	0.006664164390408773	muse
0	RNF123	0.009301464950567872	muse
0	RSPH4A	0.011671101006445408	muse
0	SCFD1	0.020613416668581838	muse
0	SENP5	0.020613416668581838	muse
0	SIGLEC11	0.020613416668581838	muse
0	SLC39A12	0.004146949039580064	muse
0	SLCO1A2	0.006664164390408773	muse
0	SLITRK1	0.006664164390408773	muse
0	SMG8	0.031715712644305616	muse
0	SNX31	0.0148635916530273	muse
0	SPARCL1	0.020613416668581838	muse
0	STXBP1	0.011671101006445408	muse
0	TLR6	0.020613416668581838	muse
0	TMEM145	0.035155706261099644	muse
0	USP15	0.007298381846662381	muse
0	ZFYVE19	0.011671101006445408	muse
0	ZNF547	0.03681913506015133	muse
0	ZNF74	0.03681913506015133	muse
0	ADGRG5	0.020613416668581838	muse
0	ALDH1A2	0.006664164390408773	muse
0	C10orf71	0.03681913506015133	muse
0	DLGAP5	0.011671101006445408	muse
0	ERCC6	0.034639941610601	muse
0	EYA1	0.020613416668581838	muse
0	HRH3	0.020613416668581838	muse
0	IMMT	0.02342708880193688	muse
0	MYH15	0.04804616472783661	muse
0	NRDE2	0.0038303805675897287	muse
0	OGFRL1	0.03681913506015133	muse
0	OR4P4	0.017399608104932157	muse
0	PNLIPRP2	0.03681913506015133	muse
0	POTEG	0.020613416668581838	muse
0	PRKCD	0.016503128830616255	muse
0	PRX	0.02920310285588086	muse
0	RABGAP1	0.03681913506015133	muse
0	RBFOX1	0.03681913506015133	muse
0	TERF2IP	0.03681913506015133	muse
0	TUBA3D	0.03681913506015133	muse
0	AFF4	0.010086546388106264	muse
0	BCL11B	0.006664164390408773	muse
0	CD1D	0.022085672454221293	muse
0	H3F3A	0.03681913506015133	muse
0	HIF1A	0.020613416668581838	muse
0	MLXIP	0.03681913506015133	muse
0	NLRP4	8.841728520080335e-5	muse
0	WDR37	0.03681913506015133	muse
0	AKAP1	0.020613416668581838	muse
0	ANK1	0.03535057243299149	muse
0	ATF7IP	0.034639941610601	muse
0	CDHR5	0.028639694452192454	muse
0	CIITA	0.0012844157635113558	muse
0	DLGAP3	0.0038303805675897287	muse
0	ELF3	0.015964800777966484	muse
0	ENDOU	0.03681913506015133	muse
0	ETNPPL	0.03681913506015133	muse
0	FAM49A	0.03681913506015133	muse
0	FASN	0.022085672454221293	muse
0	FLT4	0.002374903384609396	muse
0	FSD2	0.031715712644305616	muse
0	GRIN2D	1.5029880372022516e-4	muse
0	HIST1H1C	0.027331967945837594	muse
0	IGSF9	0.011671101006445408	muse
0	KIF13B	0.020613416668581838	muse
0	LIPH	0.03681913506015133	muse
0	MCOLN1	0.006664164390408773	muse
0	MMAA	0.03681913506015133	muse
0	MYO1D	0.043238132746832816	muse
0	NOP56	0.04259584821793974	muse
0	NSMAF	0.0012844157635113558	muse
0	OR2L3	0.020613416668581838	muse
0	PPM1E	0.006664164390408773	muse
0	PRPF19	0.03681913506015133	muse
0	RP11-240B13.2	0.03681913506015133	muse
0	SLC18A2	0.03681913506015133	muse
0	SMPD4	0.011671101006445408	muse
0	SPAG5	0.011671101006445408	muse
0	SPATA4	0.020613416668581838	muse
0	TMEM87A	0.006664164390408773	muse
