X1	gene	pvalue	pipeline
0	CELSR1	6.374837460548529e-6	muse
0	COL12A1	0.02929237600069445	muse
0	DOCK5	0.006664164390408773	muse
0	FREM1	0.009301464950567872	muse
0	FSCN1	0.03681913506015133	muse
0	GPATCH2	0.03681913506015133	muse
0	HHIP	0.011671101006445408	muse
0	IGSF22	0.011671101006445408	muse
0	IKZF1	0.0038303805675897287	muse
0	ITGA2B	0.002213262928959916	muse
0	KMT2C	0.021029696971769974	muse
0	LIN54	0.03681913506015133	muse
0	MUC5B	0.04069869074918129	muse
0	PDE4DIP	0.0038303805675897287	muse
0	RRBP1	0.020613416668581838	muse
0	RTN1	0.03681913506015133	muse
0	RYR2	0.046795065338639356	muse
0	SACS	0.011247135611224805	muse
0	SARDH	0.011671101006445408	muse
0	SDK2	4.3704360564923706e-4	muse
0	SRGAP3	0.020613416668581838	muse
0	SSTR1	0.040059156863817086	muse
0	THEMIS	0.011671101006445408	muse
0	TIAM2	0.0012844157635113558	muse
0	TRPS1	0.022627773092981	muse
0	USP38	0.020613416668581838	muse
0	WDR49	0.006664164390408773	muse
0	WNK2	0.012372336023199475	muse
0	XRN2	0.0038303805675897287	muse
0	ZNF423	0.020915712661163446	muse
0	TP53	0.01774469345149224	muse
0	AQR	0.0038303805675897287	muse
0	ARHGAP6	0.03681913506015133	muse
0	ASPM	0.005293568667028473	muse
0	BCL11B	0.03681913506015133	muse
0	CAMSAP2	0.011671101006445408	muse
0	CEP170B	0.040059156863817086	muse
0	DPP3	0.03681913506015133	muse
0	EIF3A	0.006664164390408773	muse
0	EIF4G1	0.0040049711649400195	muse
0	EP400	0.03535057243299149	muse
0	GJA8	0.03681913506015133	muse
0	GTF3C2	0.03681913506015133	muse
0	HRNR	0.011397893486769445	muse
0	JPH4	0.020613416668581838	muse
0	KIF16B	0.040059156863817086	muse
0	MAN2B2	0.022085672454221293	muse
0	NCOA6	0.020613416668581838	muse
0	PCDHA1	0.014548165870626097	muse
0	PCDHB11	0.02336507448598847	muse
0	PXDNL	0.020108625279126616	muse
0	RDH13	0.020613416668581838	muse
0	RIMS2	0.01447627410783314	muse
0	SCARF1	0.011671101006445408	muse
0	SCN9A	1.5029880372022516e-4	muse
0	THRA	0.03681913506015133	muse
0	TRIOBP	0.027331967945837577	muse
0	TSKS	0.03681913506015133	muse
0	ZAP70	0.011671101006445408	muse
0	ZNF835	0.012372336023199468	muse
0	NELL1	0.020613416668581838	muse
0	PPFIA2	0.002213262928959916	muse
0	PZP	1.5029880372022516e-4	muse
0	PRAMEF15	2.560022610949515e-4	muse
0	ABCC2	0.0038303805675897287	muse
0	ADAMTS2	0.019407188946523275	muse
0	ADGRB3	0.0063548286189675654	muse
0	AP4B1	0.011671101006445408	muse
0	ARHGAP15	0.03681913506015133	muse
0	ATP13A2	0.0038303805675897287	muse
0	C9orf84	0.002213262928959916	muse
0	CIITA	0.002213262928959916	muse
0	COL16A1	0.002213262928959916	muse
0	CROCC	0.031715712644305616	muse
0	CTR9	0.011671101006445408	muse
0	DNAH2	0.008274947077670751	muse
0	ENKD1	0.020613416668581838	muse
0	F5	0.018970198004169405	muse
0	FBXW7	1.5029880372022516e-4	muse
0	FMO2	0.03681913506015133	muse
0	GAS2L2	0.04259584821793974	muse
0	GRIN2A	0.004957791223353208	muse
0	GSE1	0.031715712644305616	muse
0	IRF2	0.0038303805675897287	muse
0	JAG1	0.012980025598278298	muse
0	KCNC2	0.011671101006445408	muse
0	KIF5C	0.03681913506015133	muse
0	KRAS	3.7811533072523523e-6	muse
0	KRT84	0.011671101006445408	muse
0	LRRTM1	0.007298381846662381	muse
0	MEFV	0.031715712644305616	muse
0	MYH13	0.019407188946523275	muse
0	NAA25	0.006664164390408773	muse
0	NF1	2.560022610949515e-4	muse
0	NLRP3	0.035155706261099644	muse
