X1	gene	pvalue	pipeline
0	ABCA12	0.37636689572527315	muse
0	ABCB8	0.04259584821793974	muse
0	ADAM15	0.011671101006445408	muse
0	ADAM8	0.23975006109347674	muse
0	ADAMTS19	0.3759148170229246	muse
0	ADGRL2	0.2634205360247346	muse
0	AHNAK	0.02955402799472325	muse
0	AHNAK2	0.36206479674137804	muse
0	ALDH3B2	0.5	muse
0	ANKRD11	0.31506516665212997	muse
0	AOC2	0.06680720126885807	muse
0	ARFGEF2	0.33869580096313867	muse
0	ARHGAP11A	0.020613416668581838	muse
0	ARHGAP18	0.06680720126885807	muse
0	ARHGEF19	0.031715712644305616	muse
0	ARID1B	0.415511004103683	muse
0	ART3	0.5	muse
0	ATAT1	0.17288929307558015	muse
0	ATG2B	0.5	muse
0	ATM	0.100327356109083	muse
0	ATP2A3	0.011671101006445408	muse
0	ATP5SL	0.12410653949496181	muse
0	BPIFB6	0.20086781852769886	muse
0	C2CD2L	0.03681913506015133	muse
0	CACNA1E	0.310785851084051	muse
0	CBFA2T2	0.5	muse
0	CBWD2	0.12410653949496181	muse
0	CBX4	0.3759148170229246	muse
0	CCDC167	0.23975006109347674	muse
0	CCR8	0.17288929307558015	muse
0	CCT6B	0.006664164390408773	muse
0	CDH12	0.30853753872598694	muse
0	CDK12	0.34078344639723834	muse
0	CECR2	0.05363057972305685	muse
0	CEP250	0.346415768148964	muse
0	CGNL1	0.5	muse
0	CHD4	0.46625135766589154	muse
0	CHD6	0.30452586383248337	muse
0	CHD7	0.44636362943166	muse
0	CILP2	0.4012936743170763	muse
0	CLCN3	0.06680720126885807	muse
0	CLDN15	0.23975006109347674	muse
0	CLTCL1	0.3638617733347751	muse
0	CNBD2	0.006664164390408773	muse
0	COL11A1	0.25219351769283016	muse
0	COL11A2	0.005495299383115243	muse
0	COL4A1	0.3255383170389172	muse
0	COL7A1	0.11880057049123216	muse
0	COPS2	0.5	muse
0	COQ3	0.03681913506015133	muse
0	CRAT	0.07445733658938286	muse
0	CSPG4	0.5	muse
0	CSPG5	0.020613416668581838	muse
0	CUBN	0.19048346917346937	muse
0	CUL9	0.34075944864888186	muse
0	CUX1	0.2990807263417641	muse
0	CXorf65	0.5	muse
0	CYP1A1	0.06680720126885807	muse
0	CYP24A1	0.006664164390408773	muse
0	DCAF11	0.06680720126885807	muse
0	DHFR	0.5	muse
0	DICER1	0.16137402675556078	muse
0	DMBT1	0.44429498850446913	muse
0	DMD	0.48010228512397163	muse
0	DMXL2	0.48618705788535127	muse
0	DNAJB8	0.12410653949496181	muse
0	DPYD	0.4115316368790607	muse
0	DSEL	7.480821448727746e-4	muse
0	DUS3L	0.12410653949496181	muse
0	DUSP4	0.23975006109347674	muse
0	EGR3	0.03681913506015133	muse
0	EIF3I	0.05949536044656177	muse
0	EPB41L3	0.28537519402908695	muse
0	EPHA1	0.031715712644305616	muse
0	ERMN	0.12410653949496181	muse
0	FAM105A	0.03681913506015133	muse
0	FAM118A	0.23975006109347674	muse
0	FAM84A	0.020613416668581838	muse
0	FANCM	0.2789347204120217	muse
0	FAT1	0.32120079775999844	muse
0	FBN2	0.37455956650029765	muse
0	FCRL3	0.031715712644305616	muse
0	FER	0.2701456873037099	muse
0	FGB	0.3085375387259869	muse
0	FGF1	0.23975006109347674	muse
0	FMO4	0.043318408301560224	muse
0	FOCAD	0.002213262928959916	muse
0	FOXK2	0.05259625256002073	muse
0	FREM1	0.11862791331174732	muse
0	FREM2	0.1652703031026433	muse
0	GAPVD1	0.5	muse
0	GCDH	0.08292833017145501	muse
0	GCKR	0.5	muse
0	GDPD3	0.15865525393145707	muse
0	GID8	0.12410653949496181	muse
0	GIT2	0.5	muse
0	GJA8	0.23975006109347674	muse
0	GLI3	0.2926894642304808	muse
0	GLMN	0.09381616499744216	muse
0	GLYR1	0.06680720126885807	muse
0	GSE1	0.03681913506015133	muse
0	GTF3C1	0.23968545897703075	muse
0	HERC1	0.09890189158052703	muse
0	HIST1H2AH	0.23975006109347674	muse
0	HLA-F	0.06680720126885807	muse
0	HPS6	0.13825024004171632	muse
0	HR	0.12410653949496181	muse
0	HSPA6	0.05949536044656177	muse
0	IGSF9B	0.5	muse
0	ING2	0.17288929307558015	muse
0	IPO5	0.020613416668581838	muse
0	IPO9	0.3759148170229246	muse
0	JMJD1C	0.3743870208532736	muse
0	KBTBD4	0.12410653949496181	muse
0	KCNH3	0.40683185788339593	muse
0	KCNH5	0.11033568095992341	muse
0	KCNQ4	0.23975006109347674	muse
0	KCNRG	0.5	muse
0	KCTD13	0.12410653949496181	muse
0	KDM5A	0.18773905990197165	muse
0	KIAA0100	0.47456609933395383	muse
0	KIAA0586	0.5	muse
0	KIAA1109	0.4557118360715538	muse
0	KIAA1462	7.480821448727746e-4	muse
0	KLHL4	0.1508497912391739	muse
0	KMT2C	0.16100191687860954	muse
0	KPNA2	0.0652850090578681	muse
0	KRT27	0.3085375387259869	muse
0	LAMB1	0.24812123722213147	muse
0	LAMB4	0.03337650758481726	muse
0	LARP1	0.011671101006445408	muse
0	LDLRAD2	0.12410653949496181	muse
0	LEMD3	0.5	muse
0	LIMCH1	0.5	muse
0	LNX2	0.03681913506015133	muse
0	LRRC14	0.3085375387259869	muse
0	LRRK2	0.48605570077676763	muse
0	LY6K	0.5	muse
0	LYZL2	0.06680720126885807	muse
0	MACF1	0.33035803662257446	muse
0	MANBAL	0.12410653949496181	muse
0	MAP3K14	0.5	muse
0	MAP3K5	0.2789347204120217	muse
0	MAST4	0.5	muse
0	MCC	0.5	muse
0	MCM10	0.016684117528505307	muse
0	MDN1	0.26260708665535304	muse
0	MED15	0.05949536044656177	muse
0	MET	0.15102447826878468	muse
0	METAP1	0.23975006109347674	muse
0	MICU1	0.06680720126885807	muse
0	MMP9	0.5	muse
0	MRGPRD	0.03681913506015133	muse
0	MRPL15	0.23975006109347674	muse
0	MRPS17	0.06680720126885807	muse
0	MUC5B	0.16114513087262006	muse
0	MYCBP2	0.39975525183559696	muse
0	MYL12A	0.23975006109347674	muse
0	NAV3	0.2398896168550569	muse
